timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-03T23:41:01+00:00,12,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:40:14.780363+00:00,DC,50,CCS 2,COPEC Santo Domingo,Copec Voltex,(22-50],Santo Domingo,Valparaíso,Copec Voltex,Copec Voltex
2026-09-03T23:41:01+00:00,559,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:20:27.911200+00:00,DC,60,CCS 2,Enel X  Way Privado- ESPACIO URBANO PTE ALTO,Enel,(50-150],Puente Alto,Metropolitana,Enel,Enel
2026-09-03T23:42:05+00:00,2304,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T23:40:49.332038+00:00,AC,7.04,Tipo 2,Proyecto EV Curicó,Enerlink,7,Curicó,Maule,Enerlink,Enerlink
2026-09-03T23:42:05+00:00,689,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-03T23:40:51.683442+00:00,DC,60,CCS 2,IRVE Tottus Vicuña Mackena,Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-03T23:42:05+00:00,9091,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:41:01.488177+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-03T23:42:05+00:00,7269,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:40:58.603813+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Los Presidentes,Enel,(50-150],Penalolén,Metropolitana,Enel,Enel
2026-09-03T23:42:05+00:00,9192,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:40:46.939589+00:00,DC,180,CCS 2,VOLTEX LOS TOROS,Copec Voltex,150,Puente Alto,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:42:05+00:00,516,ENEL X,DISPONIBLE,OCUPADO,2026-09-03T23:40:27.616156+00:00,DC,50,CHAdeMO,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-03T23:42:05+00:00,7316,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-03T23:41:23.756051+00:00,DC,180,CCS 2,Estacion de Servicio Copec NOS,Copec Voltex,150,San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:42:05+00:00,7473,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-03T23:40:44.392043+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60711 - MACUL,Copec Voltex,150,Macul,Metropolitana,Copec Voltex,Copec Voltex
2026-09-03T23:42:56+00:00,6822,ENEL X,OCUPADO,DISPONIBLE,2026-09-03T23:42:03.615606+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
