timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-04T02:31:58+00:00,7256,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:30:45.903454+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras José Arrieta,Enel,(22-50],Penalolén,Metropolitana,Enel,Enel
2026-09-04T02:31:58+00:00,1018,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:31:05.919860+00:00,AC,22,Tipo 2,Enel X Way-Parque Araucano.,Enel,(7-22],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:33:01+00:00,7470,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:31:46.244456+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:33:01+00:00,612,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:31:50.023539+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:34:06+00:00,8191,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:33:15.435261+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:34:06+00:00,3157,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:32:56.339640+00:00,DC,60,CCS 2,Enel X - EDS ARAMCO Vitacura ,Enel,(50-150],Vitacura,Metropolitana,Enel,Enel
2026-09-04T02:34:58+00:00,15,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:34:06.280186+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,8019,COPEC VOLTEX,FUERA DE LINEA,OCUPADO,2026-09-04T02:34:21.160162+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,16,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:34:06.280186+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,8794,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:34:23.064700+00:00,DC,240,CCS 2,Cargador Electrico Copec Talca,Copec Voltex,150,Talca,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,7775,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:33:49.143219+00:00,DC,240,CCS 2,SAVE VOLTEX SAN PABLO EDS 60077,Copec Voltex,150,Quinta Normal,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,7365,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:33:49.508274+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,6043,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:34:10.117940+00:00,DC,30,CCS 2,"Enel X, Aramco La Florida",Enel,(22-50],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:34:58+00:00,6823,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:34:16.039768+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:34:58+00:00,8018,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:34:21.160162+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:34:58+00:00,7367,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:33:40.376587+00:00,DC,240,CCS 2,COPEC VOLTEX TUNICHE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:35:59+00:00,25,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:35:02.073014+00:00,DC,50,CCS 2,COPEC Mostazal Poniente,Copec Voltex,(22-50],Mostazal,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:35:59+00:00,24,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:35:02.073014+00:00,DC,50,CHAdeMO,COPEC Mostazal Poniente,Copec Voltex,(22-50],Mostazal,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:35:59+00:00,1037,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:34:44.951480+00:00,DC,60,CCS 2,Enel X Way - Petrobras Carrascal ,Enel,(50-150],Cerro Navia,Metropolitana,Enel,Enel
2026-09-04T02:35:59+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:35:06.016447+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:35:59+00:00,7468,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:35:02.178508+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:35:59+00:00,5100,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:34:41.299581+00:00,DC,60,CCS 2,Enel X - Zona de descanso Santa Lucila,Enel,(50-150],Requínoa,Libertador Bernardo OHiggins,Enel,Enel
2026-09-04T02:35:59+00:00,1024,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:34:54.079749+00:00,DC,150,GB/T DC,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:35:59+00:00,16,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:35:06.016447+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:36:57+00:00,8850,ENEL X,OCUPADO,DISPONIBLE,2026-04-07T14:15:27.474984+00:00,DC,60,CHAdeMO,Enel X - EDS Aramco Gladys Marin ,Enel,(50-150],Estación Central,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,1006,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:35:29.480173+00:00,DC,60,CCS 2,Enel X Way - Petrobras Rotonda Atenas,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,948,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:35:51.507624+00:00,DC,50,CCS 2,Enel X Way - Petrobras Enea,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,8191,ENEL X,DISPONIBLE,NO DISPONIBLE,2026-09-04T02:35:48.535601+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,8192,ENEL X,FUERA DE LINEA,NO DISPONIBLE,2026-09-04T02:35:48.535601+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,8019,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:36:17.800452+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:36:57+00:00,1392,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T01:00:33.286649+00:00,DC,150,CCS 2,CARGADOR DE 300KW EN ELECTROLINERA ENEL X STATION,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:36:57+00:00,1659,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:35:33.898671+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:36:57+00:00,8851,ENEL X,DISPONIBLE,OCUPADO,2026-04-07T14:15:27.474984+00:00,DC,50,CCS 2,Enel X - EDS Aramco Gladys Marin ,Enel,(22-50],Estación Central,Metropolitana,Enel,Enel
2026-09-04T02:37:56+00:00,729,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:37:19.012631+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras Pedro Fontova,Enel,(22-50],Huechuraba,Metropolitana,Enel,Enel
2026-09-04T02:37:56+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:37:01.187608+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:37:56+00:00,6822,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:37:11.731360+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:37:56+00:00,437,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:36:40.596070+00:00,AC,7,Tipo 2,Parking Saba Marchant Pereira,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:37:56+00:00,612,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:37:01.187608+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:38:59+00:00,612,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:37:41.606379+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:38:59+00:00,437,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:37:26.387406+00:00,AC,7,Tipo 2,Parking Saba Marchant Pereira,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:38:59+00:00,6043,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:38:10.131850+00:00,DC,30,CCS 2,"Enel X, Aramco La Florida",Enel,(22-50],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:38:59+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:37:41.606379+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:38:59+00:00,9382,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:38:03.207988+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60079 - COSTANERA NORTE KM 2,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,6043,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:39:54.199651+00:00,DC,30,CCS 2,"Enel X, Aramco La Florida",Enel,(22-50],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:40:19+00:00,9056,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:39:35.491967+00:00,DC,180,CCS 2,Voltex EDS60987 - Tobalaba,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,16,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:39:35.263388+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,9127,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-02T22:17:22.497022+00:00,DC,50,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(22-50],Santiago,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:40:19+00:00,8192,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:39:26.447760+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:40:19+00:00,15,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:39:35.263388+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,9120,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T19:08:55.415984+00:00,DC,148.96,CCS 2,SAVE SHELL AV. VICUÑA MACKENNA,Enerlink,(50-150],La Florida,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:40:19+00:00,430,ENEL X,OCUPADO,FUERA DE LINEA,2026-09-04T02:39:45.139970+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:40:19+00:00,6823,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:38:41.931691+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:40:19+00:00,283,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:39:47.332071+00:00,DC,50,CHAdeMO,Copec ruta 5 Norte km 205. Palo Colorado Poniente,Copec Voltex,(22-50],Los Vilos,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,8017,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:39:44.280124+00:00,DC,180,CCS 2,SAVE VOLTEX LA SERENA ,Copec Voltex,150,La Serena,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:40:19+00:00,6822,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:38:41.931691+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:40:19+00:00,1818,Enerlink Chile SpA,NO DISPONIBLE,DISPONIBLE,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:41:02+00:00,512,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:40:21.882722+00:00,DC,50,CCS 2,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:41:02+00:00,4772,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:40:14.191616+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20407 - SAN PEDRO DE LA PAZ,Copec Voltex,150,San Pedro de la Paz,Biobío,Copec Voltex,Copec Voltex
2026-09-04T02:41:02+00:00,6823,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:39:57.796138+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(50-150],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:41:02+00:00,1006,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:39:59.439606+00:00,DC,60,CCS 2,Enel X Way - Petrobras Rotonda Atenas,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:41:02+00:00,282,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:40:02.696022+00:00,DC,50,CCS 2,Copec ruta 5 Norte km 205. Palo Colorado Poniente,Copec Voltex,(22-50],Los Vilos,Coquimbo,Copec Voltex,Copec Voltex
2026-09-04T02:41:02+00:00,7774,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:40:02.463280+00:00,DC,240,CCS 2,SAVE VOLTEX SAN PABLO EDS 60077,Copec Voltex,150,Quinta Normal,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:41:02+00:00,6043,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:40:04.296865+00:00,DC,30,CCS 2,"Enel X, Aramco La Florida",Enel,(22-50],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:41:02+00:00,430,ENEL X,FUERA DE LINEA,OCUPADO,2026-09-04T02:40:16.363126+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:41:59+00:00,8191,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:40:41.739456+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:41:59+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:41:03.467763+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:41:59+00:00,512,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:40:21.882722+00:00,DC,50,CCS 2,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:41:59+00:00,1129,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:40:32.750519+00:00,DC,50,CHAdeMO,COPEC CALLE 2 NORTE 2310 TALCA EDS 20431,Copec Voltex,(22-50],Talca,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:41:59+00:00,428,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:40:52.239730+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:41:59+00:00,1982,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-04T02:41:09.231101+00:00,DC,60,CCS 2,Cargador Gasco Carrascal,Enerlink,(50-150],Quinta Normal,Metropolitana,Gasco GLP SA,Enerlink
2026-09-04T02:41:59+00:00,1338,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:41:24.399832+00:00,AC,22,Tipo 2,SAVE - EL LLANO SUBERCASEAUX N°3751 SAN MIGUEL,Copec Voltex,(7-22],San Miguel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:41:59+00:00,6824,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:40:48.385332+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Pintor Cicarelli,Enel,(22-50],San Joaquín,Metropolitana,Enel,Enel
2026-09-04T02:41:59+00:00,7317,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:40:31.595465+00:00,DC,180,CCS 2,Estacion de Servicio Copec NOS,Copec Voltex,150,San Bernardo,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:41:59+00:00,1657,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:41:17.968009+00:00,DC,120,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,(50-150],Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:41:59+00:00,16,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:41:03.467763+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:42:56+00:00,9195,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:42:05.752205+00:00,DC,180,CCS 2,CARGADOR VOLTEX E/S COPEC PAJARITOS,Copec Voltex,150,Maipú,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:42:56+00:00,429,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:42:06.439790+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:44:00+00:00,22,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:43:16.236292+00:00,DC,50,CCS 2,COPEC Chillán,Copec Voltex,(22-50],Chillán Viejo,Ñuble,Copec Voltex,Copec Voltex
2026-09-04T02:44:00+00:00,16,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:42:55.320434+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:44:00+00:00,15,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:42:55.320434+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:44:00+00:00,6043,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:42:54.164131+00:00,DC,30,CCS 2,"Enel X, Aramco La Florida",Enel,(22-50],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:44:00+00:00,7774,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:42:55.151745+00:00,DC,240,CCS 2,SAVE VOLTEX SAN PABLO EDS 60077,Copec Voltex,150,Quinta Normal,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:45:01+00:00,16,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:43:55.248482+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:45:01+00:00,7471,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:44:22.919964+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60001 - PEDRO FONTOVA,Copec Voltex,150,Huechuraba,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:45:01+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:43:29.349128+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:45:01+00:00,9379,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T01:50:48.492817+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60079 - COSTANERA NORTE KM 2,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:45:01+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:43:55.248482+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:45:01+00:00,428,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:43:42.956947+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:46:00+00:00,8728,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-04T02:44:45.817372+00:00,DC,70,GB/T DC,Cargador publico Enex File 169,Enerlink,(50-150],Las Condes,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:46:00+00:00,9382,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:45:12.200448+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60079 - COSTANERA NORTE KM 2,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:46:00+00:00,971,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-12T00:23:30.209887+00:00,DC,120,CCS 2,Enex E-Pro Shell Caupolicán Temuco,Enerlink,(50-150],Temuco,La Araucanía,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:46:00+00:00,1818,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:46:00+00:00,429,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:44:53.375860+00:00,AC,7,Tipo 2,Parking Saba Ricardo Lyon ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T02:46:00+00:00,1849,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:44:53.888343+00:00,AC,7.4,Tipo 2,Punto de carga MPD,Copec Voltex,7,Las Condes,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:46:00+00:00,1820,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:46:00+00:00,9130,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-08-28T15:10:22.128521+00:00,DC,148.96,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(50-150],Santiago,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:46:00+00:00,612,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:44:39.924910+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:46:00+00:00,4798,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:45:19.955946+00:00,DC,60,CCS 2,ELECTROLINERA ARAMCO GRECIA,Enel,(50-150],Nunoa,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,6837,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:46:15.166674+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Isabel La Católica,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,8192,ENEL X,FUERA DE LINEA,NO DISPONIBLE,2026-09-04T02:45:47.959368+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,9382,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:45:42.743712+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60079 - COSTANERA NORTE KM 2,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:46:56+00:00,1026,ENEL X,DISPONIBLE,NO DISPONIBLE,2026-09-04T02:45:47.793455+00:00,DC,70,CHAdeMO,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,8191,ENEL X,FUERA DE LINEA,NO DISPONIBLE,2026-09-04T02:45:47.959368+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,1025,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:45:47.793455+00:00,DC,70,CCS 2,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
